""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"
"K07674"	1.64480208807515	2.53281945632936	2.89204352240382	0.875788845053109	0.381144835367905	NA	"K07674"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07675"	0.649095391561305	-0.391868271294636	2.95695974549445	-0.132524046663716	0.894569804277553	NA	"K07675"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07676"	0.592593547944047	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K07676"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07677"	2.06623467012691	-1.84454902630355	2.26510521684582	-0.814332602558792	0.415454437376305	NA	"K07677"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07678"	0.826629841422944	1.79898366965323	3.03429358792767	0.592883851717815	0.553258885750842	NA	"K07678"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07679"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K07679"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07681"	0	NA	NA	NA	NA	NA	"K07681"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07683"	0	NA	NA	NA	NA	NA	"K07683"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07684"	0.846714438281955	1.84791497029959	3.03328614865666	0.609212213993714	0.542383785500353	NA	"K07684"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07685"	0.399509577264938	1.2593932559898	3.04311188630301	0.413850460661112	0.678983626166351	NA	"K07685"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07686"	0.790124730592062	1.74150416879952	3.03551804204574	0.573709048892972	0.566164703909882	NA	"K07686"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07687"	4.96974691351321	-0.706492075079	2.10439718964138	-0.335721829774634	0.737080642539923	0.804399153236293	"K07687"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07688"	1.00055431265182	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K07688"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07689"	5.26359002803319	-2.36423560459765	2.43442696123443	-0.971167195502471	0.331465026692757	0.427990556443945	"K07689"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07693"	3.69655331573609	1.08997936058538	2.71524028106372	0.401430167409851	0.688103442476255	NA	"K07693"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07695"	0	NA	NA	NA	NA	NA	"K07695"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07696"	0	NA	NA	NA	NA	NA	"K07696"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07700"	1.41250808736613	-0.353189216187849	2.32069170978931	-0.152191355145537	0.879036012134228	NA	"K07700"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07701"	14.4495376516591	5.49641666470475	2.08445535045308	2.63685987013828	0.00836773904396479	0.0259691227430712	"K07701"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07702"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K07702"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07703"	9.06256591606597	-0.474036238731343	2.1788922010571	-0.217558371406058	0.827773222328222	0.877564092844205	"K07703"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07704"	0	0	0	0	1	NA	"K07704"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07705"	0	NA	NA	NA	NA	NA	"K07705"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07706"	55.3169046001042	4.55154213655926	2.23333739507956	2.03800023524754	0.041549909345379	0.0787437798077747	"K07706"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07707"	59.4581390768606	22.4105747437791	2.46685044628056	9.08469128218497	1.03993382568215e-19	1.00789509695026e-17	"K07707"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07708"	2.15813136835925	0.972184109091817	2.7159976685188	0.357947328291341	0.720382731232429	NA	"K07708"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07709"	0.619679498034362	-0.591496751111355	2.99166018113217	-0.197715220078073	0.84326788088614	NA	"K07709"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07710"	1.73091494249497	1.12571443544314	2.53361768868372	0.444311089424063	0.656817684784565	NA	"K07710"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07711"	2.19892971052213	0.620919358206182	2.29081170443466	0.271047750019863	0.786354307132841	NA	"K07711"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07712"	4.62052142303101	-1.80057307531934	2.10225664647562	-0.856495365748022	0.391723835098536	0.493062797850655	"K07712"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07713"	0	NA	NA	NA	NA	NA	"K07713"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07714"	0.790124730592062	1.74150416467022	3.03551804213533	0.573709047515714	0.566164704842027	NA	"K07714"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07715"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K07715"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07717"	0	NA	NA	NA	NA	NA	"K07717"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07718"	51.5292235826823	7.37505178236397	2.31072587421283	3.19166018984244	0.00141457646473861	0.00963552084677027	"K07718"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07719"	0	NA	NA	NA	NA	NA	"K07719"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07720"	36.2210724189109	20.0671557026692	2.42399928822305	8.27853201119534	1.24702978525674e-16	6.06314481797243e-15	"K07720"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07722"	0	0	0	0	1	NA	"K07722"	NA	NA	NA
"K07723"	0	NA	NA	NA	NA	NA	"K07723"	NA	NA	NA
"K07724"	16.1369703747903	0.100440836109762	2.08381469626995	0.0482004644124795	0.961556480071862	0.973291196626939	"K07724"	NA	NA	NA
"K07726"	17.7801213009152	-0.28943503284957	2.3960779271329	-0.120795333729359	0.903853146185488	0.932967010337875	"K07726"	NA	NA	NA
"K07727"	1.87229034783118	2.75451524763907	3.01527310881774	0.913520980764191	0.360968604197711	NA	"K07727"	NA	NA	NA
"K07729"	187.893071927641	3.37115872754506	2.41512354670246	1.39585352979062	0.162758606844637	0.234992536479616	"K07729"	NA	NA	NA
"K07733"	7.30806182604592	4.55235661121737	2.82349371817734	1.61231334849793	0.106893770033921	0.168779636895665	"K07733"	NA	NA	NA
"K07734"	0	NA	NA	NA	NA	NA	"K07734"	NA	NA	NA
"K07735"	2.36462544229987	-2.50485354957836	2.65375107279343	-0.943891676675484	0.345225005782936	NA	"K07735"	NA	NA	NA
"K07736"	2.38505275151778	2.04081734319173	2.90411872712563	0.702732062614961	0.482222742431313	NA	"K07736"	NA	NA	NA
"K07738"	175.83504808476	4.63306150937814	1.55456908055849	2.98028667064038	0.00287978744024245	0.0139536092465356	"K07738"	NA	NA	NA
"K07739"	1.05222155727497	0.559588523088527	2.33408388222965	0.239746534967704	0.810526757094706	NA	"K07739"	NA	NA	NA
"K07740"	3.80804558361494	0.628584983551326	2.49387331763945	0.252051689676967	0.801001110623138	NA	"K07740"	NA	NA	NA
"K07741"	0	NA	NA	NA	NA	NA	"K07741"	NA	NA	NA
"K07742"	341.090877849406	5.84025297318031	1.93233378813566	3.02238309397625	0.00250792933720167	0.0133440768507711	"K07742"	NA	NA	NA
"K07746"	0	0	0	0	1	NA	"K07746"	NA	NA	NA
"K07748"	0.204870462518811	-0.487888561715543	3.04778277529214	-0.160079834321125	0.872818186192335	NA	"K07748"	"Metabolism"	"Lipid metabolism"	" Steroid biosynthesis"
"K07749"	0	NA	NA	NA	NA	NA	"K07749"	NA	NA	NA
"K07750"	0	0	0	0	1	NA	"K07750"	"Metabolism"	"Lipid metabolism"	" Steroid biosynthesis"
"K07751"	1.54134134466752	-1.7042045861886	3.00126259972821	-0.567829215058667	0.570150940108769	NA	"K07751"	"Metabolism"	"Metabolism of other amino acids"	" Glutathione metabolism"
"K07757"	1.60244443769884	2.52833410856529	2.93785546365206	0.8606053428586	0.389455442291577	NA	"K07757"	NA	NA	NA
"K07766"	0	NA	NA	NA	NA	NA	"K07766"	NA	NA	NA
"K07768"	0.316772935371918	1.09298958148421	3.04479824825401	0.3589694595072	0.719617936439648	NA	"K07768"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07770"	0	NA	NA	NA	NA	NA	"K07770"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07771"	4.98849189038829	1.44774879958699	2.26978553672094	0.637835062460787	0.523581052805124	0.62616563567025	"K07771"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07772"	0	NA	NA	NA	NA	NA	"K07772"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07773"	2.57255747744253	1.36171905326354	2.42586401036137	0.561333631006256	0.574570119088115	NA	"K07773"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07774"	0.721182415598748	-1.29430913308769	3.03884248659374	-0.425921757642165	0.670164860102	NA	"K07774"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07775"	1.11539909153704	-0.55586278976551	3.02912479972928	-0.183506070735411	0.854400955897666	NA	"K07775"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07776"	0.711651814921276	1.0691513215506	3.04155493395352	0.351514716902015	0.725202233567166	NA	"K07776"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07777"	0	NA	NA	NA	NA	NA	"K07777"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07778"	10.2874404515096	5.06090050159098	2.54543227911419	1.98822830334822	0.0467864460630248	0.0865733450772507	"K07778"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07780"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K07780"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07781"	0.959139252380821	-1.72980387837038	3.02306620777685	-0.572201784373909	0.56718527877338	NA	"K07781"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07783"	1.37786891340204	2.31683236653175	2.92379347463015	0.792406299088833	0.428123807696292	NA	"K07783"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07784"	2.02174824859172	0.929937957218977	2.67953989003258	0.347051357838778	0.728552735730835	NA	"K07784"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07787"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K07787"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07788"	1.12727900724406	1.41373026065255	2.55469942987577	0.553384184503183	0.580000366301339	NA	"K07788"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07789"	1.14777548806105	-0.932336734599824	2.33884260161335	-0.39863167104819	0.690164621713607	NA	"K07789"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07791"	0.764792629943055	-0.443261770697961	2.87937138634224	-0.153943938180566	0.877653939349965	NA	"K07791"	NA	NA	NA
"K07792"	1.66364604388927	-0.042099284595835	2.49919581761972	-0.0168451324618217	0.986560164498272	NA	"K07792"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07793"	1.37409660637476	-1.26574354826937	2.46869819377604	-0.512717006663875	0.608149291597017	NA	"K07793"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07796"	0.410673238732642	-0.148733838552369	3.04690270418427	-0.0488147646946898	0.961066915677361	NA	"K07796"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07797"	0.440089132259586	0.199959730981838	3.04854650346272	0.0655918257289865	0.947702797223033	NA	"K07797"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07798"	3.69518438166827	3.18118844807446	2.43578281364543	1.30602302892245	0.191544726287332	NA	"K07798"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07799"	0.204870462518811	-0.487888561715543	3.04778277529214	-0.160079834321125	0.872818186192335	NA	"K07799"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07803"	0	NA	NA	NA	NA	NA	"K07803"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07806"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K07806"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"
"K07810"	0	0	0	0	1	NA	"K07810"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07812"	0	NA	NA	NA	NA	NA	"K07812"	NA	NA	NA
"K07813"	0	NA	NA	NA	NA	NA	"K07813"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07816"	43.0614564087145	7.11777902943667	2.22949245162458	3.19255578741705	0.0014101970135132	0.00963552084677027	"K07816"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K07821"	0	NA	NA	NA	NA	NA	"K07821"	NA	NA	NA
"K07827"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K07827"	"Environmental Information Processing"	"Signal transduction"	" Ras signaling pathway"
"K07834"	3.33518104217273	3.45475151187477	3.00448100906984	1.14986631682666	0.250198935934547	NA	"K07834"	"Environmental Information Processing"	"Signal transduction"	" Ras signaling pathway"
"K07857"	0	NA	NA	NA	NA	NA	"K07857"	NA	NA	NA
"K07862"	26.2792398404452	5.62816922402978	2.29299279405974	2.45450802924902	0.0141077513934333	0.0367009768722157	"K07862"	NA	NA	NA
"K07870"	0.395062365296031	0.955252802665242	3.04632909059027	0.313575051893079	0.753843810185423	NA	"K07870"	"Cellular Processes"	"Transport and catabolism"	" Mitophagy - animal"
"K07871"	2.5679053744242	3.13999431246283	3.00871423020735	1.04363328392489	0.2966550875609	NA	"K07871"	"Cellular Processes"	"Transport and catabolism"	" Mitophagy - animal"
"K07874"	3.22885098521655	-2.93096751797704	2.35754608806118	-1.24322808907945	0.21378379466305	NA	"K07874"	"Human Diseases"	"Infectious diseases"	" Legionellosis"
"K07875"	0	NA	NA	NA	NA	NA	"K07875"	"Human Diseases"	"Infectious diseases"	" Legionellosis"
"K07888"	2.18683967721865	2.95307529533084	2.88596482587545	1.0232540843373	0.306187727114864	NA	"K07888"	"Environmental Information Processing"	"Signal transduction"	" Ras signaling pathway"
"K07889"	1.33165800637227	-2.14551897311275	3.01061802923243	-0.712650675801525	0.476061945285623	NA	"K07889"	"Environmental Information Processing"	"Signal transduction"	" Ras signaling pathway"
"K07897"	0.351054440218347	1.12966434673823	3.04441170972557	0.371061621898723	0.710591634973386	NA	"K07897"	"Cellular Processes"	"Transport and catabolism"	" Endocytosis"
"K07898"	33.4396098606217	-6.72552301812698	2.33130227523849	-2.88487815997133	0.00391565171740161	0.016938083722434	"K07898"	"Cellular Processes"	"Transport and catabolism"	" Phagosome"
"K07901"	0	NA	NA	NA	NA	NA	"K07901"	"Environmental Information Processing"	"Signal transduction"	" AMPK signaling pathway"
"K07906"	1.38271827853611	-2.15509452537918	3.01037011466258	-0.71589022056869	0.474059137452474	NA	"K07906"	NA	NA	NA
"K07936"	2.02668678557573	-2.69917370600711	2.82931241701289	-0.95400341431959	0.340081914099558	NA	"K07936"	"Genetic Information Processing"	"Translation"	" RNA transport"
"K07937"	0	0	0	0	1	NA	"K07937"	"Environmental Information Processing"	"Signal transduction"	" Phospholipase D signaling pathway"
"K07941"	0	NA	NA	NA	NA	NA	"K07941"	"Environmental Information Processing"	"Signal transduction"	" Ras signaling pathway"
"K07942"	0.702108880436693	1.66130239740873	3.03730333083778	0.546966244873044	0.5844019226918	NA	"K07942"	NA	NA	NA
"K07943"	1.2742889280221	-1.51329117253352	2.94995792748287	-0.512987374645296	0.607960152277154	NA	"K07943"	NA	NA	NA
"K07949"	0	NA	NA	NA	NA	NA	"K07949"	NA	NA	NA
"K07952"	0.197531182648016	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07952"	NA	NA	NA
"K07966"	0	NA	NA	NA	NA	NA	"K07966"	"Metabolism"	"Carbohydrate metabolism"	" Galactose metabolism"
"K07975"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K07975"	NA	NA	NA
"K07976"	0	NA	NA	NA	NA	NA	"K07976"	NA	NA	NA
"K07979"	0.310729671206063	1.09707852080643	3.04475472399113	0.36031753630662	0.718609686754631	NA	"K07979"	NA	NA	NA
"K08054"	0	NA	NA	NA	NA	NA	"K08054"	"Genetic Information Processing"	"Folding, sorting and degradation"	" Protein processing in endoplasmic reticulum"
"K08075"	1.00055431265182	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K08075"	NA	NA	NA
"K08077"	0	NA	NA	NA	NA	NA	"K08077"	NA	NA	NA
"K08081"	1.52051105345165	0.650324394019461	3.00295466653324	0.216561508992152	0.828550085206861	NA	"K08081"	"Metabolism"	"Biosynthesis of other secondary metabolites"	" Tropane, piperidine and pyridine alkaloid biosynthesis"
"K08082"	0	NA	NA	NA	NA	NA	"K08082"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K08083"	1.29470242838074	2.27923586477877	2.96803899403565	0.767926522986711	0.442530839006096	NA	"K08083"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K08084"	0.639426168253881	-1.26404600483342	3.03910401065663	-0.41592719446292	0.677463279314405	NA	"K08084"	NA	NA	NA
"K08086"	2.42155786234866	0.426958451220943	2.13014727756246	0.20043611806481	0.841139514441447	NA	"K08086"	NA	NA	NA
"K08092"	0	NA	NA	NA	NA	NA	"K08092"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"
"K08093"	0	NA	NA	NA	NA	NA	"K08093"	"Metabolism"	"Overview"	" Carbon metabolism"
"K08094"	0	NA	NA	NA	NA	NA	"K08094"	"Metabolism"	"Overview"	" Carbon metabolism"
"K08098"	0.314549329387464	0.199959730981838	3.04854650346272	0.0655918257289866	0.947702797223033	NA	"K08098"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Glycosylphosphatidylinositol(GPI)-anchor biosynthesis"
