	M1	M10	M2	M3	M4	M5	M6	M7	M8	M9	MOC 	NEG1	M11	M12	M13	M14	M15	M16	M17	M19	M20	NEG2
K03471	0	67.361	0	0	440.313	55.978	269.922	12.701	31.696	35.628	2015.033	0	35.596	0	0	0	22.919	0	0	0	0	0
K03471|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	67.361	0	0	440.313	55.978	269.922	12.701	31.696	35.628	2015.033	0	35.596	0	0	0	22.919	0	0	0	0	0
K03474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.422	0	0	0	0	0	0
K03474|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.422	0	0	0	0	0	0
K03475	0	668.84	0	0	1374.205	524.854	1558.007	149.956	521.919	219.889	5514.213	0	321.352	0	0	4.027	350.951	0	5.364	0	0	0
K03475|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.027	1.342	0	5.364	0	0	0
K03475|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	28.819	0	0	260.464	40.097	165.089	8.82	26.462	7.968	3744.518	0	30.472	0	0	0	24.858	0	0	0	0	0
K03475|g__Veillonella.s__Veillonella_parvula	0	640.02	0	0	1113.741	484.757	1392.917	141.136	495.458	211.921	1769.695	0	290.881	0	0	0	324.75	0	0	0	0	0
K03488	0	0	0	0	0	0	14.925	0	0	0	0	0	0	0	0	17.237	9.926	0	0	0	0	4.926
K03488|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.237	2.463	0	0	0	0	4.926
K03488|unclassified	0	0	0	0	0	0	14.925	0	0	0	0	0	0	0	0	0	7.463	0	0	0	0	0
K03494	0	0	0	0	11.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03494|unclassified	0	0	0	0	11.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03495	0	254.902	0	0	659.791	238.081	788.473	48.378	209.227	80.203	272.34	0	146.132	0	0	13.803	158.346	0	0	0	0	0
K03495|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.459	0	0	0	0	0	0
K03495|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	3.536	1.179	1.179	0	0	3.536	71.873	0	3.536	0	0	0	0	0	0	0	0	0
K03495|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.345	0	0	0	0	0	0
K03495|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	6.064	0	0	19.841	2.189	12.127	4.41	2.205	3.308	83.13	0	2.756	0	0	0	6.064	0	0	0	0	0
K03495|g__Veillonella.s__Veillonella_parvula	0	248.838	0	0	636.414	234.714	775.167	43.968	207.022	73.359	117.337	0	139.84	0	0	0	152.283	0	0	0	0	0
K03496	0	3431.313	0	0	3444.409	1597.607	5849.757	744.122	1922.313	1102.166	3038.551	0	1489.889	0	0	8.075	1736.147	0	5.804	0	0	2.445
K03496|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	1.773	1.497	9.544	0	12.53	751.392	0	4.491	0	0	0	1.497	0	0	0	0	0
K03496|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.164	0	5.804	0	0	2.445
K03496|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.075	0	0	0	0	0	0
K03496|g__Veillonella.s__Veillonella_parvula	0	3431.313	0	0	3444.409	1595.834	5848.26	734.578	1922.313	1089.636	2287.159	0	1485.398	0	0	0	1724.018	0	0	0	0	0
K03496|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.468	0	0	0	0	0
K03497	0	144.754	0	0	788.699	294.433	1131.405	66.851	89.963	138.082	1022.549	0	114.876	0	0	0	120.364	0	0	0	0	0
K03497|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.668	0	0	0	0	0
K03497|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	144.754	0	0	788.699	294.433	1131.405	66.851	89.963	138.082	1022.549	0	114.876	0	0	0	118.696	0	0	0	0	0
K03498	0	20.778	0	0	81.389	18.251	90.72	3.055	18.326	12.108	459.977	0	28.315	0	0	1.513	18.951	0	0	0	0	0
K03498|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.513	0	0	0	0	0	0
K03498|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	75.79	0	0	0	0	0	0	0	0	0	0	0
K03498|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	20.778	0	0	81.389	18.251	90.72	3.055	18.326	12.108	384.187	0	28.315	0	0	0	18.951	0	0	0	0	0
K03499	7.407	339.24	0	0	753.784	218.05	929.569	41.415	197.797	110.772	950.637	0	136.79	0	0	3.197	149.088	0	0	0	0	0
K03499|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.197	0	0	0	0	0	0
K03499|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	36.858	0	0	175.313	38.583	191.587	5.13	16.663	14.9	472.131	0	46.059	0	0	0	38.696	0	0	0	0	0
K03499|g__Veillonella.s__Veillonella_parvula	0	302.383	0	0	578.471	179.467	737.982	36.284	181.133	95.872	478.506	0	90.731	0	0	0	110.391	0	0	0	0	0
K03499|unclassified	7.407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03500	0	334.117	0	0	945.118	377.871	1171.387	73.386	269.692	143.152	1560.663	0	198.617	0	0	1.645	210.337	0	0	0	0	0
K03500|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.645	0	0	0	0	0	0
K03500|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	44.365	0	0	146.235	23.019	201.192	5.753	27.073	22.192	546.991	0	41.921	0	0	0	37.769	0	0	0	0	0
K03500|g__Veillonella.s__Veillonella_parvula	0	289.752	0	0	798.884	354.852	970.195	67.633	242.619	120.959	1013.671	0	156.696	0	0	0	172.568	0	0	0	0	0
K03501	0	37.282	0	0	247.592	75.655	274.752	13.029	37.587	20.123	204.334	0	19.832	0	0	0	8.143	0	3.731	0	0	3.731
K03501|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.731	0	0	3.731
K03501|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	37.282	0	0	247.592	75.655	274.752	13.029	37.587	20.123	204.334	0	19.832	0	0	0	8.143	0	0	0	0	0
K03502	0	248.866	0	0	389.923	183.084	729.31	46.396	162.787	92.859	156.874	0	121.539	0	0	0	179.766	0	0	0	0	0
K03502|g__Veillonella.s__Veillonella_parvula	0	248.866	0	0	389.923	183.084	729.31	46.396	162.787	92.859	156.874	0	121.539	0	0	0	179.766	0	0	0	0	0
K03506	0	0	0	0	4.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03506|unclassified	0	0	0	0	4.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03517	0	0	6.09	0	4.479	0	2.24	0	0	0	172.427	0	0	0	0	0	0	0	0	0	0	0
K03517|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	4.479	0	2.24	0	0	0	172.427	0	0	0	0	0	0	0	0	0	0	0
K03517|unclassified	0	0	6.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03518	0	3324.504	0	0	6614.132	2502.552	8979.383	617.769	2542.183	1301.838	4829.812	0	1819.639	0	0	0	2058.815	0	0	0	0	0
K03518|g__Veillonella.s__Veillonella_parvula	0	3324.504	0	0	6607.049	2502.552	8979.383	617.769	2542.183	1301.838	4829.812	0	1819.639	0	0	0	2058.815	0	0	0	0	0
K03518|unclassified	0	0	0	0	7.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03521	0	250.166	0	0	853.867	202.358	968.171	48.96	275.871	95.422	1031.981	0	183.285	0	0	0	193.133	1.124	0	0	0	0
K03521|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	3.896	3.896	5.195	0	0	553.912	0	2.597	0	0	0	0	0	0	0	0	0
K03521|g__Veillonella.s__Veillonella_parvula	0	250.166	0	0	853.867	198.462	964.275	43.766	275.871	95.422	478.069	0	180.688	0	0	0	193.133	1.124	0	0	0	0
K03522	0	372.227	0	0	1076.505	313.36	1152.243	56.539	344.508	118.529	774.214	0	227.117	0	0	0	249.24	0	0	0	0	0
K03522|g__Veillonella.s__Veillonella_parvula	0	372.227	0	0	1076.505	313.36	1152.243	56.539	344.508	118.529	774.214	0	227.117	0	0	0	249.24	0	0	0	0	0
K03523	0	230.942	0	0	368.295	193.928	531.073	88.423	202.619	165.735	843.387	0	108.168	0	0	0	123.342	4.843	0	0	0	0
K03523|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	16.018	0	0	18.076	22.878	45.54	13.725	0	13.73	47.871	0	9.148	0	0	0	2.288	0	0	0	0	0
K03523|g__Veillonella.s__Veillonella_parvula	0	214.923	0	0	350.22	171.05	485.533	74.698	202.619	152.006	795.515	0	99.02	0	0	0	121.054	4.843	0	0	0	0
K03524	0	997.105	0	0	2108.452	920.714	2642.675	255.878	689.358	453.534	4868.813	0	530.042	0	0	2.953	523.207	0	0	0	0	0
K03524|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	444.254	0	0	0	0	0	0	0	0	0	0	0
K03524|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.953	0	0	0	0	0	0
K03524|g__Veillonella.s__Veillonella_parvula	0	997.105	0	0	2108.452	920.714	2642.675	255.878	689.358	453.534	4424.559	0	530.042	0	0	0	523.207	0	0	0	0	0
K03525	0	955.805	0	0	2528.104	1009.053	2896.039	260.457	980.43	532.044	5084.517	0	525.066	0	0	0	657.355	0	0	0	0	0
K03525|g__Veillonella.s__Veillonella_parvula	0	955.805	0	0	2528.104	1009.053	2896.039	260.457	980.43	532.044	5084.517	0	525.066	0	0	0	657.355	0	0	0	0	0
K03526	0	713.429	0	0	1714.335	638.451	2083.849	161.13	535.809	233.827	1799.619	0	343.661	0	0	20.536	402.449	2.028	5.511	0	0	1.848
K03526|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97	0	0	0	0	0	0
K03526|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	2.187	0	2.187	0	0	0	170.519	0	0	0	0	0	1.093	0	0	0	0	0
K03526|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.939	0	0	5.511	0	0	1.848
K03526|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.626	0	0	0	0	0	0
K03526|g__Veillonella.s__Veillonella_parvula	0	713.429	0	0	1712.148	638.451	2081.662	161.13	535.809	233.827	1629.1	0	343.661	0	0	0	401.355	2.028	0	0	0	0
K03527	0	8505.302	0	2.294	11244.685	4438.173	16375.337	2231.404	6239.825	2697.796	11009.903	0	3861.05	0	0	9.467	4443.798	6.74	2.294	0	2.292	0
K03527|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.467	0	0	0	0	0	0
K03527|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0	13.216	0	0	0	238.482	0	0	0	0	0	0	0	0	0	0	0
K03527|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	2.294	0	0	0	0	0	0	0	0	0	0	0	0	2.294	2.294	2.294	0	2.292	0
K03527|g__Veillonella.s__Veillonella_parvula	0	8505.302	0	0	11244.685	4438.173	16362.121	2231.404	6239.825	2697.796	10771.422	0	3861.05	0	0	0	4441.505	4.446	0	0	0	0
K03529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.226
K03529|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.226
K03530	3.888	11885.61	0	0	17326.747	8040.068	24951.891	3118.224	8972.097	4930.215	60608.799	0	4365.531	0	0	31.887	5144.43	24.975	15.898	0	0	17.203
K03530|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	28.409	44.336	89.442	55.764	0	45.422	11757.405	0	22.695	0	0	0	0	0	0	0	0	0
K03530|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.364
K03530|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.887	0	0	0	0	0	0
K03530|g__Veillonella.s__Veillonella_parvula	0	11853.891	0	0	17267.35	7995.732	24862.45	3062.461	8972.097	4884.793	48828.777	0	4342.835	0	0	0	5129.346	24.975	0	0	0	0
K03530|unclassified	3.888	31.72	0	0	30.988	0	0	0	0	0	22.617	0	0	0	0	0	15.085	0	15.898	0	0	5.839
K03531	0	180.585	0	0	1000.173	270.404	1129.693	38.891	66.522	161.465	6953.543	0	85.496	0	0	4.178	126.943	0	0	0	3.466	0
K03531|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.311	0	0	0	0	0	0
K03531|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867	0	0	0	0	3.466	0
K03531|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	180.585	0	0	1000.173	270.404	1129.693	38.891	66.522	161.465	6953.543	0	85.496	0	0	0	126.943	0	0	0	0	0
K03534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.065	0	0	0	0	0
K03534|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.065	0	0	0	0	0
K03536	0	113.971	0	0	769.34	116.731	789.717	36.724	39.741	47.663	485.187	0	25.722	0	1.781	0	36.239	0	0	0	0	0
K03536|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	113.971	0	0	769.34	116.731	789.717	36.724	39.741	47.663	485.187	0	25.722	0	0	0	36.239	0	0	0	0	0
K03536|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.781	0	0	0	0	0	0	0
K03544	0	2429.851	0	0	5583.977	1879.687	7217.953	526.166	2268.01	924.589	7942.791	0	1436.885	0	0	6.718	1592.983	0	0	0	0	0
K03544|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	29.847	44.765	78.114	18.433	0	15.803	4014.506	0	15.802	0	0	0	25.459	0	0	0	0	0
K03544|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.681	0	0	0	0	0	0
K03544|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.155	0	0	0	0	0	0
K03544|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.883	0	0	0	0	0	0
K03544|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	53.869	0	0	258.76	35.454	194.662	7.963	35.397	28.211	1004.64	0	37.217	0	0	0	29.24	0	0	0	0	0
K03544|g__Veillonella.s__Veillonella_parvula	0	2375.983	0	0	5287.451	1799.468	6945.177	499.77	2222.151	880.576	2923.645	0	1383.866	0	0	0	1525.911	0	0	0	0	0
K03544|unclassified	0	0	0	0	7.919	0	0	0	10.461	0	0	0	0	0	0	0	12.374	0	0	0	0	0
K03545	0	294.747	0	0	1886.612	504.419	1871.761	129.671	122.186	270.708	6844.502	0	107.961	0	0	1.689	144.883	0	0	0	2.72	1.34
K03545|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	23.674	15.019	29.247	3.161	0	3.161	2327.262	0	12.61	0	0	0	0.791	0	0	0	0	0
K03545|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.426	0	0	0	2.72	1.34
K03545|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.689	0	0	0	0	0	0
K03545|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	294.747	0	0	1862.939	489.4	1842.514	126.509	118.101	267.547	4517.24	0	95.351	0	0	0	142.667	0	0	0	0	0
K03545|unclassified	0	0	0	0	0	0	0	0	4.085	0	0	0	0	0	0	0	0	0	0	0	0	0
K03546	0	399.347	0	0	762.272	253.94	1029.557	73.695	277.676	150.719	404.376	0	252.598	0	0	3.141	245.246	0.67	0	0	0	0
K03546|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.141	0	0	0	0	0	0
K03546|g__Veillonella.s__Veillonella_parvula	0	399.347	0	0	762.272	253.94	1029.557	73.695	277.676	150.719	404.376	0	252.598	0	0	0	245.246	0.67	0	0	0	0
K03547	0	537.267	0	0	957.255	272.575	1189.219	80.018	363.399	224.167	413.739	0	296.813	0	0	0	355.081	0	0	0	0	0
K03547|g__Veillonella.s__Veillonella_parvula	0	537.267	0	0	957.255	272.575	1189.219	80.018	363.399	224.167	413.739	0	296.813	0	0	0	355.081	0	0	0	0	0
K03549	0	0	0	1.123	0	0	0	0	0	0	0	0	0	0	0	6.182	0	0	1.123	0	0	0
K03549|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	1.123	0	0	0	0	0	0	0	0	0	0	0	6.182	0	0	1.123	0	0	0
K03550	0	656.022	0	0	1116.361	460.024	1729.594	82.44	506.33	263.042	1988.024	0	479.554	0	0	27.497	445.386	0	0	0	0	3.953
K03550|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	3.861	1.931	0	0	0	614.839	0	3.861	0	0	0	0	0	0	0	0	0
K03550|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.953
K03550|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.355	0	0	0	0	0	0
K03550|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.142	0	0	0	0	0	0
K03550|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	18.215	0	0	72.866	26.316	87.028	0	10.121	10.121	156.807	0	24.287	0	0	0	6.073	0	0	0	0	0
K03550|g__Veillonella.s__Veillonella_parvula	0	637.807	0	0	1043.495	429.848	1640.635	82.44	496.208	252.921	1216.378	0	451.405	0	0	0	439.313	0	0	0	0	0
K03551	0	927.526	7.303	2.153	1844.151	664.836	2219.114	156.789	647.984	360.055	1213.533	0	478.323	0	0	2.152	457.873	2.153	1.076	0	0	0
K03551|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	41.702	0	0	0	0	0	0	0	0	0	0	0
K03551|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	2.153	0	0	0	0	0	0	0	0	0	0	0	2.152	0	2.153	1.076	0	0	0
K03551|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.984	0	0	0	0	0
K03551|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	23.427	0	0	80.567	17.792	70.725	2.259	6.742	10.044	118.576	0	3.371	0	0	0	6.673	0	0	0	0	0
K03551|g__Veillonella.s__Veillonella_parvula	0	904.099	0	0	1763.584	647.044	2148.389	154.53	641.243	350.011	1053.255	0	474.952	0	0	0	447.216	0	0	0	0	0
K03551|unclassified	0	0	7.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03553	0	143.914	0	0	828.895	147.896	882.804	42.533	54.894	98.714	3345.931	0	37.777	0	0	16.814	84.404	0	0	0	0	0
K03553|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	143.914	0	0	817.289	147.896	882.804	42.533	54.894	98.714	3345.931	0	37.777	0	0	0	84.404	0	0	0	0	0
K03553|unclassified	0	0	0	0	11.606	0	0	0	0	0	0	0	0	0	0	16.814	0	0	0	0	0	0
K03555	0	20.834	0	0	187.058	21.744	116.281	7.869	20.963	5.486	421.664	0	11.187	0	0	0	14.838	0	0	0	0	0
K03555|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	2.343	0.781	0.781	1.562	0	0	205.3	0	0.781	0	0	0	1.562	0	0	0	0	0
K03555|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	20.834	0	0	184.715	20.963	115.5	6.307	20.963	5.486	216.364	0	10.406	0	0	0	13.276	0	0	0	0	0
K03557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.929	0	0	0	0	0	0
K03557|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.929	0	0	0	0	0	0
K03559	0	1425.377	0	0	2323.028	941.73	3461.538	268.632	1140.112	494.975	1154.244	0	696.544	0	0	0	767.276	3.279	0	0	0	0
K03559|g__Veillonella.s__Veillonella_parvula	0	1425.377	0	0	2323.028	941.73	3461.538	268.632	1140.112	494.975	1154.244	0	696.544	0	0	0	767.276	3.279	0	0	0	0
K03561	0	1363.663	0	0	1946.225	871.235	2879.124	295.977	1000.075	535.201	1889.865	0	534.854	0	0	0	708.147	0	0	0	0	0
K03561|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	2.725	0	10.897	2.725	0	0	385.976	0	0	0	0	0	0	0	0	0	0	0
K03561|g__Veillonella.s__Veillonella_parvula	0	1363.663	0	0	1943.5	871.235	2868.227	293.252	1000.075	535.201	1503.89	0	534.854	0	0	0	708.147	0	0	0	0	0
K03563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.995	0	0	0	0
K03563|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.995	0	0	0	0
K03564	7.299	0	0	0	11.236	2.809	5.618	0	0	5.618	1105.757	0	0	0	0	2.632	15.544	0	5.168	0	0	0
K03564|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	11.236	2.809	5.618	0	0	5.618	1105.757	0	0	0	0	0	0	0	0	0	0	0
K03564|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.544	0	5.168	0	0	0
K03564|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0
K03564|unclassified	7.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03565	0	159.832	0	0	381.875	182.032	611.669	46.073	145.957	71.548	690.809	0	88.568	0	0	0	52.439	0	0	0	0	0
K03565|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	69.338	14.762	95.971	1.477	4.429	5.908	207.874	0	1.346	0	0	0	7.377	0	0	0	0	0
K03565|g__Veillonella.s__Veillonella_parvula	0	159.832	0	0	312.536	167.27	515.697	44.596	133.654	65.64	482.936	0	87.222	0	0	0	45.063	0	0	0	0	0
K03565|unclassified	0	0	0	0	0	0	0	0	7.874	0	0	0	0	0	0	0	0	0	0	0	0	0
K03569	0	0	0	0	6.501	9.751	14.085	2.167	0	0	1598.444	0	2.167	0	0	15.513	6.499	0	0	0	0	0
K03569|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	6.501	9.751	14.085	2.167	0	0	1598.444	0	2.167	0	0	0	6.499	0	0	0	0	0
K03569|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.513	0	0	0	0	0	0
K03570	0	15.301	0	0	51.93	26.709	163.737	2.782	6.952	27.811	458.934	0	12.72	0	0	0	14.184	0	0	0	0	0
K03570|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	15.301	0	0	51.93	26.709	163.737	2.782	6.952	27.811	458.934	0	12.72	0	0	0	14.184	0	0	0	0	0
K03571	0	40.487	0	0	108.835	37.962	111.098	12.53	0	5.063	166.799	0	7.595	0	0	0	17.722	0	0	0	0	9.523
K03571|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	40.487	0	0	108.835	37.962	111.098	12.53	0	5.063	166.799	0	7.595	0	0	0	17.722	0	0	0	0	0
K03571|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.523
K03572	0	297.83	0	0	691.618	281.069	892.725	57.112	251.6	132.418	822.275	0	184.43	0	0	2.162	192.081	2.055	0	0	0	0
K03572|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	2.231	3.887	4.462	1.115	0	0	146.596	0	0	0	0	0	0	0	0	0	0	0
K03572|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.162	0	0	0	0	0	0
K03572|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	19.984	0	0	67.005	20.516	121.558	0	11.877	20	87.467	0	11.892	0	0	0	13.513	0	0	0	0	0
K03572|g__Veillonella.s__Veillonella_parvula	0	277.846	0	0	622.383	256.666	766.705	55.997	239.723	112.418	588.212	0	172.539	0	0	0	178.568	2.055	0	0	0	0
K03574	0	62.113	0	0	432.883	73.896	525.616	8.499	75.925	52.051	2201.905	0	47.807	0	0	0	73.661	5.096	0	0	0	0
K03574|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	3.378	0	22.183	0	0	0	602.183	0	0	0	0	0	0	0	0	0	0	0
K03574|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.096	0	0	0	0
K03574|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.348	0	0	0	0	0
K03574|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	62.113	0	0	413.44	59.393	482.87	8.499	51.796	39.551	1351.9	0	47.807	0	0	0	68.314	0	0	0	0	0
K03574|unclassified	0	0	0	0	16.065	14.503	20.562	0	24.129	12.5	247.822	0	0	0	0	0	0	0	0	0	0	0
K03575	0	42.75	0	0	176.419	44.96	211.816	11.111	12.976	32.526	975.265	0	12.081	0	0	0	14.818	0	0	0	0	2.083
K03575|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	2.21	0	0	0	0	55.21	0	0	0	0	0	0	0	0	0	0	0
K03575|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.083
K03575|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	42.75	0	0	176.419	42.75	211.816	11.111	12.976	32.526	920.055	0	12.081	0	0	0	14.818	0	0	0	0	0
K03578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0	0	0	0
K03578|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0	0	0	0
K03582	0	0	0	2.547	0	0	0	0	0	0	0	0	0	0	0	3.46	0	0.638	0.638	0	0	0.638
